F22: Calling A4_Render(
sphere: 16.9249 0.875417
sphere: 16.9249 0.875417
sphere: 16.9648 0.87845
sphere: 16.9648 0.87845
sphere: 17.0067 0.881516
sphere: 17.0067 0.881516
sphere: 17.0506 0.884616
sphere: 17.0506 0.884616
sphere: 17.0963 0.887749
sphere: 17.0963 0.887749
sphere: 17.1438 0.890917
sphere: 17.1438 0.890917
sphere: 17.1931 0.894119
sphere: 17.1931 0.894119
sphere: 17.2443 0.897357
sphere: 17.2443 0.897357
sphere: 17.2973 0.90063
sphere: 17.2973 0.90063
sphere: 17.3521 0.903939
sphere: 17.3521 0.903939
sphere: 17.4087 0.907284
sphere: 17.4087 0.907284
sphere: 17.4671 0.910666
sphere: 17.4671 0.910666
sphere: 17.5274 0.914086
sphere: 17.5274 0.914086
sphere: 17.5895 0.917542
sphere: 17.5895 0.917542
sphere: 17.6536 0.921037
sphere: 17.6536 0.921037
sphere: 17.7196 0.92457
sphere: 17.7196 0.92457
sphere: 17.7876 0.928142
sphere: 17.7876 0.928142
sphere: 17.8577 0.931754
sphere: 17.8577 0.931754
sphere: 17.9299 0.935405
sphere: 17.9299 0.935405
sphere: 18.0043 0.939096
sphere: 18.0043 0.939096
sphere: 18.0809 0.942829
sphere: 18.0809 0.942829
sphere: 18.1599 0.946602
sphere: 18.1599 0.946602
sphere: 18.2414 0.950417
sphere: 18.2414 0.950417
sphere: 18.3255 0.954274
sphere: 18.3255 0.954274
sphere: 18.4122 0.958173
sphere: 18.4122 0.958173
sphere: 18.5019 0.962116
sphere: 18.5019 0.962116
sphere: 18.5947 0.966102
sphere: 18.5947 0.966102
sphere: 18.6908 0.970133
sphere: 18.6908 0.970133
sphere: 18.7904 0.974208
sphere: 18.7904 0.974208
sphere: 18.8939 0.978328
sphere: 18.8939 0.978328
sphere: 19.0016 0.982493
sphere: 19.0016 0.982493
sphere: 19.114 0.986705
sphere: 19.114 0.986705
sphere: 19.2318 0.990963
sphere: 19.2318 0.990963
sphere: 19.3558 0.995269
sphere: 19.3558 0.995269
sphere: 19.4871 0.999622
sphere: 19.4871 0.999622
sphere: 19.6275 1.00402
sphere: 19.6275 1.00402
sphere: 19.7796 1.00847
sphere: 19.7796 1.00847
sphere: 19.9483 1.01297
sphere: 19.9483 1.01297
sphere: 20.1446 1.01752
sphere: 20.1446 1.01752
sphere: 16.5846 0.832882
sphere: 16.5846 0.832882
sphere: 16.5508 0.835452
sphere: 16.5508 0.835452
sphere: 16.5398 0.838049
sphere: 16.5398 0.838049
sphere: 16.5402 0.840675
sphere: 16.5402 0.840675
sphere: 16.5482 0.843329
sphere: 16.5482 0.843329
sphere: 16.5619 0.846012
sphere: 16.5619 0.846012
sphere: 16.5799 0.848724
sphere: 16.5799 0.848724
sphere: 16.6017 0.851466
sphere: 16.6017 0.851466
sphere: 16.6267 0.854237
sphere: 16.6267 0.854237
sphere: 16.6545 0.857039
sphere: 16.6545 0.857039
sphere: 16.6848 0.859871
sphere: 16.6848 0.859871
sphere: 16.7175 0.862734
sphere: 16.7175 0.862734
sphere: 16.7524 0.865628
sphere: 16.7524 0.865628
sphere: 16.7893 0.868554
sphere: 16.7893 0.868554
sphere: 16.8283 0.871511
sphere: 16.8283 0.871511
sphere: 16.8691 0.874501
sphere: 16.8691 0.874501
sphere: 16.9119 0.877524
sphere: 16.9119 0.877524
sphere: 16.9564 0.880579
sphere: 16.9564 0.880579
sphere: 17.0028 0.883668
sphere: 17.0028 0.883668
sphere: 17.0509 0.88679
sphere: 17.0509 0.88679
sphere: 17.1007 0.889947
sphere: 17.1007 0.889947
sphere: 17.1523 0.893138
sphere: 17.1523 0.893138
sphere: 17.2057 0.896364
sphere: 17.2057 0.896364
sphere: 17.2609 0.899626
sphere: 17.2609 0.899626
sphere: 17.3177 0.902923
sphere: 17.3177 0.902923
sphere: 17.3765 0.906256
sphere: 17.3765 0.906256
sphere: 17.437 0.909626
sphere: 17.437 0.909626
sphere: 17.4994 0.913032
sphere: 17.4994 0.913032
sphere: 17.5637 0.916476
sphere: 17.5637 0.916476
sphere: 17.63 0.919958
sphere: 17.63 0.919958
sphere: 17.6982 0.923478
sphere: 17.6982 0.923478
sphere: 17.7685 0.927037
sphere: 17.7685 0.927037
sphere: 17.8409 0.930635
sphere: 17.8409 0.930635
sphere: 17.9156 0.934272
sphere: 17.9156 0.934272
sphere: 17.9925 0.937949
sphere: 17.9925 0.937949
sphere: 18.0718 0.941667
sphere: 18.0718 0.941667
sphere: 18.1536 0.945426
sphere: 18.1536 0.945426
sphere: 18.238 0.949226
sphere: 18.238 0.949226
sphere: 18.3252 0.953068
sphere: 18.3252 0.953068
sphere: 18.4155 0.956952
sphere: 18.4155 0.956952
sphere: 18.5089 0.960879
sphere: 18.5089 0.960879
sphere: 18.6056 0.964849
sphere: 18.6056 0.964849
sphere: 18.7061 0.968863
sphere: 18.7061 0.968863
sphere: 18.8107 0.972922
sphere: 18.8107 0.972922
sphere: 18.9197 0.977025
sphere: 18.9197 0.977025
sphere: 19.0339 0.981173
sphere: 19.0339 0.981173
sphere: 19.1539 0.985368
sphere: 19.1539 0.985368
sphere: 19.2807 0.989608
sphere: 19.2807 0.989608
sphere: 19.4159 0.993895
sphere: 19.4159 0.993895
sphere: 19.5618 0.99823
sphere: 19.5618 0.99823
sphere: 19.7223 1.00261
sphere: 19.7223 1.00261
sphere: 19.9061 1.00704
sphere: 19.9061 1.00704
sphere: 16.5902 0.824578
sphere: 16.5902 0.824578
sphere: 16.4573 0.827058
sphere: 16.4573 0.827058
sphere: 16.4273 0.829564
sphere: 16.4273 0.829564
sphere: 16.4175 0.832098
sphere: 16.4175 0.832098
sphere: 16.4184 0.834659
sphere: 16.4184 0.834659
sphere: 16.4264 0.837248
sphere: 16.4264 0.837248
sphere: 16.4398 0.839865
sphere: 16.4398 0.839865
sphere: 16.4574 0.842511
sphere: 16.4574 0.842511
sphere: 16.4786 0.845185
sphere: 16.4786 0.845185
sphere: 16.503 0.847888
sphere: 16.503 0.847888
sphere: 16.53 0.85062
sphere: 16.53 0.85062
sphere: 16.5595 0.853382
sphere: 16.5595 0.853382
sphere: 16.5913 0.856174
sphere: 16.5913 0.856174
sphere: 16.6253 0.858997
sphere: 16.6253 0.858997
sphere: 16.6612 0.86185
sphere: 16.6612 0.86185
sphere: 16.6992 0.864734
sphere: 16.6992 0.864734
sphere: 16.739 0.86765
sphere: 16.739 0.86765
sphere: 16.7806 0.870597
sphere: 16.7806 0.870597
sphere: 16.824 0.873576
sphere: 16.824 0.873576
sphere: 16.8691 0.876588
sphere: 16.8691 0.876588
sphere: 16.916 0.879633
sphere: 16.916 0.879633
sphere: 16.9645 0.88271
sphere: 16.9645 0.88271
sphere: 17.0148 0.885822
sphere: 17.0148 0.885822
sphere: 17.0668 0.888967
sphere: 17.0668 0.888967
sphere: 17.1206 0.892147
sphere: 17.1206 0.892147
sphere: 17.176 0.895361
sphere: 17.176 0.895361
sphere: 17.2333 0.898611
sphere: 17.2333 0.898611
sphere: 17.2922 0.901896
sphere: 17.2922 0.901896
sphere: 17.353 0.905217
sphere: 17.353 0.905217
sphere: 17.4157 0.908574
sphere: 17.4157 0.908574
sphere: 17.4803 0.911968
sphere: 17.4803 0.911968
sphere: 17.5468 0.915399
sphere: 17.5468 0.915399
sphere: 17.6153 0.918868
sphere: 17.6153 0.918868
sphere: 17.6859 0.922374
sphere: 17.6859 0.922374
sphere: 17.7587 0.92592
sphere: 17.7587 0.92592
sphere: 17.8336 0.929504
sphere: 17.8336 0.929504
sphere: 17.9109 0.933127
sphere: 17.9109 0.933127
sphere: 17.9907 0.93679
sphere: 17.9907 0.93679
sphere: 18.073 0.940493
sphere: 18.073 0.940493
sphere: 18.158 0.944237
sphere: 18.158 0.944237
sphere: 18.2459 0.948022
sphere: 18.2459 0.948022
sphere: 18.3368 0.951848
sphere: 18.3368 0.951848
sphere: 18.4311 0.955717
sphere: 18.4311 0.955717
sphere: 18.529 0.959628
sphere: 18.529 0.959628
sphere: 18.6308 0.963582
sphere: 18.6308 0.963582
sphere: 18.7369 0.96758
sphere: 18.7369 0.96758
sphere: 18.848 0.971621
sphere: 18.848 0.971621
sphere: 18.9646 0.975707
sphere: 18.9646 0.975707
sphere: 19.0877 0.979838
sphere: 19.0877 0.979838
sphere: 19.219 0.984015
sphere: 19.219 0.984015
sphere: 19.3602 0.988237
sphere: 19.3602 0.988237
sphere: 19.5152 0.992506
sphere: 19.5152 0.992506
sphere: 19.6912 0.996822
sphere: 19.6912 0.996822
sphere: 16.4807 0.818948
sphere: 16.4807 0.818948
sphere: 16.3459 0.821367
sphere: 16.3459 0.821367
sphere: 16.3158 0.823812
sphere: 16.3158 0.823812
sphere: 16.3056 0.826284
sphere: 16.3056 0.826284
sphere: 16.3059 0.828782
sphere: 16.3059 0.828782
sphere: 16.3133 0.831307
sphere: 16.3133 0.831307
sphere: 16.326 0.83386
sphere: 16.326 0.83386
sphere: 16.343 0.83644
sphere: 16.343 0.83644
sphere: 16.3634 0.839048
sphere: 16.3634 0.839048
sphere: 16.3868 0.841685
sphere: 16.3868 0.841685
sphere: 16.413 0.84435
sphere: 16.413 0.84435
sphere: 16.4416 0.847044
sphere: 16.4416 0.847044
sphere: 16.4724 0.849766
sphere: 16.4724 0.849766
sphere: 16.5054 0.852519
sphere: 16.5054 0.852519
sphere: 16.5403 0.855301
sphere: 16.5403 0.855301
sphere: 16.5772 0.858114
sphere: 16.5772 0.858114
sphere: 16.6158 0.860957
sphere: 16.6158 0.860957
sphere: 16.6563 0.863831
sphere: 16.6563 0.863831
sphere: 16.6985 0.866737
sphere: 16.6985 0.866737
sphere: 16.7425 0.869674
sphere: 16.7425 0.869674
sphere: 16.7881 0.872642
sphere: 16.7881 0.872642
sphere: 16.8354 0.875643
sphere: 16.8354 0.875643
sphere: 16.8844 0.878677
sphere: 16.8844 0.878677
sphere: 16.9351 0.881744
sphere: 16.9351 0.881744
sphere: 16.9874 0.884844
sphere: 16.9874 0.884844
sphere: 17.0415 0.887978
sphere: 17.0415 0.887978
sphere: 17.0973 0.891146
sphere: 17.0973 0.891146
sphere: 17.1548 0.894348
sphere: 17.1548 0.894348
sphere: 17.2141 0.897586
sphere: 17.2141 0.897586
sphere: 17.2753 0.900858
sphere: 17.2753 0.900858
sphere: 17.3382 0.904167
sphere: 17.3382 0.904167
sphere: 17.4032 0.907511
sphere: 17.4032 0.907511
sphere: 17.47 0.910892
sphere: 17.47 0.910892
sphere: 17.5388 0.91431
sphere: 17.5388 0.91431
sphere: 17.6098 0.917766
sphere: 17.6098 0.917766
sphere: 17.683 0.921259
sphere: 17.683 0.921259
sphere: 17.7585 0.92479
sphere: 17.7585 0.92479
sphere: 17.8363 0.92836
sphere: 17.8363 0.92836
sphere: 17.9166 0.931969
sphere: 17.9166 0.931969
sphere: 17.9996 0.935618
sphere: 17.9996 0.935618
sphere: 18.0854 0.939306
sphere: 18.0854 0.939306
sphere: 18.1742 0.943035
sphere: 18.1742 0.943035
sphere: 18.2662 0.946804
sphere: 18.2662 0.946804
sphere: 18.3618 0.950615
sphere: 18.3618 0.950615
sphere: 18.4612 0.954468
sphere: 18.4612 0.954468
sphere: 18.5648 0.958363
sphere: 18.5648 0.958363
sphere: 18.6733 0.962301
sphere: 18.6733 0.962301
sphere: 18.7871 0.966281
sphere: 18.7871 0.966281
sphere: 18.9074 0.970306
sphere: 18.9074 0.970306
sphere: 19.0355 0.974375
sphere: 19.0355 0.974375
sphere: 19.1734 0.978488
sphere: 19.1734 0.978488
sphere: 19.3246 0.982646
sphere: 19.3246 0.982646
sphere: 19.4963 0.986851
sphere: 19.4963 0.986851
sphere: 19.7091 0.991101
sphere: 19.7091 0.991101
sphere: 16.2499 0.815806
sphere: 16.2499 0.815806
sphere: 16.2159 0.818191
sphere: 16.2159 0.818191
sphere: 16.2036 0.820603
sphere: 16.2036 0.820603
sphere: 16.2026 0.823039
sphere: 16.2026 0.823039
sphere: 16.2087 0.825503
sphere: 16.2087 0.825503
sphere: 16.2203 0.827993
sphere: 16.2203 0.827993
sphere: 16.2362 0.830509
sphere: 16.2362 0.830509
sphere: 16.2556 0.833053
sphere: 16.2556 0.833053
sphere: 16.278 0.835625
sphere: 16.278 0.835625
sphere: 16.3031 0.838224
sphere: 16.3031 0.838224
sphere: 16.3307 0.840851
sphere: 16.3307 0.840851
sphere: 16.3604 0.843507
sphere: 16.3604 0.843507
sphere: 16.3923 0.846192
sphere: 16.3923 0.846192
sphere: 16.4262 0.848905
sphere: 16.4262 0.848905
sphere: 16.4619 0.851648
sphere: 16.4619 0.851648
sphere: 16.4995 0.854421
sphere: 16.4995 0.854421
sphere: 16.5388 0.857224
sphere: 16.5388 0.857224
sphere: 16.5798 0.860057
sphere: 16.5798 0.860057
sphere: 16.6226 0.86292
sphere: 16.6226 0.86292
sphere: 16.667 0.865815
sphere: 16.667 0.865815
sphere: 16.7131 0.868742
sphere: 16.7131 0.868742
sphere: 16.7608 0.871699
sphere: 16.7608 0.871699
sphere: 16.8102 0.87469
sphere: 16.8102 0.87469
sphere: 16.8612 0.877712
sphere: 16.8612 0.877712
sphere: 16.9139 0.880768
sphere: 16.9139 0.880768
sphere: 16.9683 0.883856
sphere: 16.9683 0.883856
sphere: 17.0244 0.886978
sphere: 17.0244 0.886978
sphere: 17.0824 0.890135
sphere: 17.0824 0.890135
sphere: 17.142 0.893325
sphere: 17.142 0.893325
sphere: 17.2035 0.89655
sphere: 17.2035 0.89655
sphere: 17.2669 0.899811
sphere: 17.2669 0.899811
sphere: 17.3322 0.903106
sphere: 17.3322 0.903106
sphere: 17.3994 0.906438
sphere: 17.3994 0.906438
sphere: 17.4688 0.909806
sphere: 17.4688 0.909806
sphere: 17.5402 0.913211
sphere: 17.5402 0.913211
sphere: 17.614 0.916653
sphere: 17.614 0.916653
sphere: 17.6901 0.920132
sphere: 17.6901 0.920132
sphere: 17.7686 0.923649
sphere: 17.7686 0.923649
sphere: 17.8497 0.927205
sphere: 17.8497 0.927205
sphere: 17.9337 0.930799
sphere: 17.9337 0.930799
sphere: 18.0206 0.934433
sphere: 18.0206 0.934433
sphere: 18.1106 0.938106
sphere: 18.1106 0.938106
sphere: 18.2041 0.94182
sphere: 18.2041 0.94182
sphere: 18.3015 0.945574
sphere: 18.3015 0.945574
sphere: 18.403 0.949369
sphere: 18.403 0.949369
sphere: 18.5093 0.953206
sphere: 18.5093 0.953206
sphere: 18.6209 0.957084
sphere: 18.6209 0.957084
sphere: 18.739 0.961005
sphere: 18.739 0.961005
sphere: 18.8649 0.964969
sphere: 18.8649 0.964969
sphere: 19.0007 0.968976
sphere: 19.0007 0.968976
sphere: 19.1499 0.973027
sphere: 19.1499 0.973027
sphere: 19.3204 0.977123
sphere: 19.3204 0.977123
sphere: 19.5359 0.981263
sphere: 19.5359 0.981263
sphere: 16.1719 0.810373
sphere: 16.1719 0.810373
sphere: 16.1281 0.8127
sphere: 16.1281 0.8127
sphere: 16.1119 0.815052
sphere: 16.1119 0.815052
sphere: 16.1082 0.817429
sphere: 16.1082 0.817429
sphere: 16.1126 0.819832
sphere: 16.1126 0.819832
sphere: 16.1227 0.822261
sphere: 16.1227 0.822261
sphere: 16.1371 0.824715
sphere: 16.1371 0.824715
sphere: 16.1552 0.827197
sphere: 16.1552 0.827197
sphere: 16.1763 0.829705
sphere: 16.1763 0.829705
sphere: 16.2003 0.83224
sphere: 16.2003 0.83224
sphere: 16.2267 0.834803
sphere: 16.2267 0.834803
sphere: 16.2552 0.837393
sphere: 16.2552 0.837393
sphere: 16.286 0.840011
sphere: 16.286 0.840011
sphere: 16.3187 0.842658
sphere: 16.3187 0.842658
sphere: 16.3533 0.845332
sphere: 16.3533 0.845332
sphere: 16.3897 0.848036
sphere: 16.3897 0.848036
sphere: 16.4278 0.850769
sphere: 16.4278 0.850769
sphere: 16.4677 0.853532
sphere: 16.4677 0.853532
sphere: 16.5093 0.856325
sphere: 16.5093 0.856325
sphere: 16.5525 0.859148
sphere: 16.5525 0.859148
sphere: 16.5973 0.862001
sphere: 16.5973 0.862001
sphere: 16.6438 0.864885
sphere: 16.6438 0.864885
sphere: 16.6919 0.867801
sphere: 16.6919 0.867801
sphere: 16.7417 0.870748
sphere: 16.7417 0.870748
sphere: 16.7931 0.873727
sphere: 16.7931 0.873727
sphere: 16.8462 0.876738
sphere: 16.8462 0.876738
sphere: 16.901 0.879782
sphere: 16.901 0.879782
sphere: 16.9575 0.882859
sphere: 16.9575 0.882859
sphere: 17.0158 0.885969
sphere: 17.0158 0.885969
sphere: 17.0758 0.889114
sphere: 17.0758 0.889114
sphere: 17.1378 0.892292
sphere: 17.1378 0.892292
sphere: 17.2016 0.895505
sphere: 17.2016 0.895505
sphere: 17.2674 0.898752
sphere: 17.2674 0.898752
sphere: 17.3352 0.902035
sphere: 17.3352 0.902035
sphere: 17.4051 0.905354
sphere: 17.4051 0.905354
sphere: 17.4773 0.908709
sphere: 17.4773 0.908709
sphere: 17.5518 0.9121
sphere: 17.5518 0.9121
sphere: 17.6287 0.915528
sphere: 17.6287 0.915528
sphere: 17.7082 0.918994
sphere: 17.7082 0.918994
sphere: 17.7905 0.922497
sphere: 17.7905 0.922497
sphere: 17.8756 0.926038
sphere: 17.8756 0.926038
sphere: 17.964 0.929618
sphere: 17.964 0.929618
sphere: 18.0558 0.933236
sphere: 18.0558 0.933236
sphere: 18.1514 0.936894
sphere: 18.1514 0.936894
sphere: 18.2512 0.940592
sphere: 18.2512 0.940592
sphere: 18.3557 0.944331
sphere: 18.3557 0.944331
sphere: 18.4658 0.94811
sphere: 18.4658 0.94811
sphere: 18.5823 0.95193
sphere: 18.5823 0.95193
sphere: 18.7068 0.955792
sphere: 18.7068 0.955792
sphere: 18.8416 0.959696
sphere: 18.8416 0.959696
sphere: 18.991 0.963643
sphere: 18.991 0.963643
sphere: 19.1643 0.967632
sphere: 19.1643 0.967632
sphere: 19.3963 0.971666
sphere: 19.3963 0.971666
sphere: 16.126 0.805065
sphere: 16.126 0.805065
sphere: 16.0547 0.807335
sphere: 16.0547 0.807335
sphere: 16.0312 0.809629
sphere: 16.0312 0.809629
sphere: 16.0236 0.811948
sphere: 16.0236 0.811948
sphere: 16.0251 0.814292
sphere: 16.0251 0.814292
sphere: 16.033 0.816661
sphere: 16.033 0.816661
sphere: 16.0456 0.819055
sphere: 16.0456 0.819055
sphere: 16.0622 0.821476
sphere: 16.0622 0.821476
sphere: 16.0819 0.823922
sphere: 16.0819 0.823922
sphere: 16.1044 0.826395
sphere: 16.1044 0.826395
sphere: 16.1295 0.828894
sphere: 16.1295 0.828894
sphere: 16.1569 0.83142
sphere: 16.1569 0.83142
sphere: 16.1864 0.833974
sphere: 16.1864 0.833974
sphere: 16.2179 0.836555
sphere: 16.2179 0.836555
sphere: 16.2512 0.839163
sphere: 16.2512 0.839163
sphere: 16.2865 0.8418
sphere: 16.2865 0.8418
sphere: 16.3234 0.844466
sphere: 16.3234 0.844466
sphere: 16.3621 0.84716
sphere: 16.3621 0.84716
sphere: 16.4025 0.849883
sphere: 16.4025 0.849883
sphere: 16.4445 0.852636
sphere: 16.4445 0.852636
sphere: 16.4881 0.855418
sphere: 16.4881 0.855418
sphere: 16.5334 0.858231
sphere: 16.5334 0.858231
sphere: 16.5802 0.861073
sphere: 16.5802 0.861073
sphere: 16.6288 0.863947
sphere: 16.6288 0.863947
sphere: 16.6789 0.866852
sphere: 16.6789 0.866852
sphere: 16.7307 0.869788
sphere: 16.7307 0.869788
sphere: 16.7843 0.872756
sphere: 16.7843 0.872756
sphere: 16.8394 0.875755
sphere: 16.8394 0.875755
sphere: 16.8964 0.878788
sphere: 16.8964 0.878788
sphere: 16.9551 0.881853
sphere: 16.9551 0.881853
sphere: 17.0157 0.884951
sphere: 17.0157 0.884951
sphere: 17.0782 0.888083
sphere: 17.0782 0.888083
sphere: 17.1426 0.891249
sphere: 17.1426 0.891249
sphere: 17.209 0.894449
sphere: 17.209 0.894449
sphere: 17.2775 0.897684
sphere: 17.2775 0.897684
sphere: 17.3482 0.900954
sphere: 17.3482 0.900954
sphere: 17.4213 0.90426
sphere: 17.4213 0.90426
sphere: 17.4968 0.907601
sphere: 17.4968 0.907601
sphere: 17.5748 0.910978
sphere: 17.5748 0.910978
sphere: 17.6556 0.914393
sphere: 17.6556 0.914393
sphere: 17.7393 0.917844
sphere: 17.7393 0.917844
sphere: 17.8262 0.921333
sphere: 17.8262 0.921333
sphere: 17.9166 0.924859
sphere: 17.9166 0.924859
sphere: 18.0108 0.928424
sphere: 18.0108 0.928424
sphere: 18.1092 0.932028
sphere: 18.1092 0.932028
sphere: 18.2126 0.93567
sphere: 18.2126 0.93567
sphere: 18.3216 0.939353
sphere: 18.3216 0.939353
sphere: 18.4374 0.943075
sphere: 18.4374 0.943075
sphere: 18.5617 0.946838
sphere: 18.5617 0.946838
sphere: 18.6972 0.950642
sphere: 18.6972 0.950642
sphere: 18.8493 0.954487
sphere: 18.8493 0.954487
sphere: 19.0314 0.958374
sphere: 19.0314 0.958374
sphere: 16.0026 0.802093
sphere: 16.0026 0.802093
sphere: 15.9639 0.804331
sphere: 15.9639 0.804331
sphere: 15.9497 0.806593
sphere: 15.9497 0.806593
sphere: 15.9472 0.808879
sphere: 15.9472 0.808879
sphere: 15.952 0.81119
sphere: 15.952 0.81119
sphere: 15.9623 0.813525
sphere: 15.9623 0.813525
sphere: 15.9767 0.815886
sphere: 15.9767 0.815886
sphere: 15.9948 0.818272
sphere: 15.9948 0.818272
sphere: 16.0157 0.820684
sphere: 16.0157 0.820684
sphere: 16.0393 0.823122
sphere: 16.0393 0.823122
sphere: 16.0652 0.825586
sphere: 16.0652 0.825586
sphere: 16.0934 0.828076
sphere: 16.0934 0.828076
sphere: 16.1236 0.830593
sphere: 16.1236 0.830593
sphere: 16.1558 0.833138
sphere: 16.1558 0.833138
sphere: 16.1897 0.835709
sphere: 16.1897 0.835709
sphere: 16.2255 0.838309
sphere: 16.2255 0.838309
sphere: 16.2629 0.840936
sphere: 16.2629 0.840936
sphere: 16.3021 0.843592
sphere: 16.3021 0.843592
sphere: 16.3429 0.846276
sphere: 16.3429 0.846276
sphere: 16.3853 0.848989
sphere: 16.3853 0.848989
sphere: 16.4294 0.851732
sphere: 16.4294 0.851732
sphere: 16.475 0.854504
sphere: 16.475 0.854504
sphere: 16.5224 0.857306
sphere: 16.5224 0.857306
sphere: 16.5713 0.860138
sphere: 16.5713 0.860138
sphere: 16.6219 0.863
sphere: 16.6219 0.863
sphere: 16.6741 0.865894
sphere: 16.6741 0.865894
sphere: 16.7281 0.868819
sphere: 16.7281 0.868819
sphere: 16.7838 0.871775
sphere: 16.7838 0.871775
sphere: 16.8413 0.874764
sphere: 16.8413 0.874764
sphere: 16.9006 0.877784
sphere: 16.9006 0.877784
sphere: 16.9618 0.880837
sphere: 16.9618 0.880837
sphere: 17.0249 0.883924
sphere: 17.0249 0.883924
sphere: 17.0901 0.887043
sphere: 17.0901 0.887043
sphere: 17.1573 0.890197
sphere: 17.1573 0.890197
sphere: 17.2268 0.893384
sphere: 17.2268 0.893384
sphere: 17.2985 0.896606
sphere: 17.2985 0.896606
sphere: 17.3727 0.899863
sphere: 17.3727 0.899863
sphere: 17.4495 0.903155
sphere: 17.4495 0.903155
sphere: 17.529 0.906483
sphere: 17.529 0.906483
sphere: 17.6115 0.909846
sphere: 17.6115 0.909846
sphere: 17.6973 0.913246
sphere: 17.6973 0.913246
sphere: 17.7866 0.916683
sphere: 17.7866 0.916683
sphere: 17.8797 0.920157
sphere: 17.8797 0.920157
sphere: 17.9774 0.923669
sphere: 17.9774 0.923669
sphere: 18.0801 0.927219
sphere: 18.0801 0.927219
sphere: 18.1888 0.930807
sphere: 18.1888 0.930807
sphere: 18.3049 0.934434
sphere: 18.3049 0.934434
sphere: 18.4303 0.938101
sphere: 18.4303 0.938101
sphere: 18.5687 0.941807
sphere: 18.5687 0.941807
sphere: 18.7282 0.945553
sphere: 18.7282 0.945553
sphere: 18.9354 0.94934
sphere: 18.9354 0.94934
sphere: 16.033 0.796971
sphere: 16.033 0.796971
sphere: 15.9164 0.799154
sphere: 15.9164 0.799154
sphere: 15.8892 0.801361
sphere: 15.8892 0.801361
sphere: 15.8801 0.803591
sphere: 15.8801 0.803591
sphere: 15.8806 0.805845
sphere: 15.8806 0.805845
sphere: 15.8877 0.808123
sphere: 15.8877 0.808123
sphere: 15.8995 0.810426
sphere: 15.8995 0.810426
sphere: 15.9154 0.812754
sphere: 15.9154 0.812754
sphere: 15.9344 0.815106
sphere: 15.9344 0.815106
sphere: 15.9563 0.817484
sphere: 15.9563 0.817484
sphere: 15.9807 0.819887
sphere: 15.9807 0.819887
sphere: 16.0074 0.822316
sphere: 16.0074 0.822316
sphere: 16.0361 0.824771
sphere: 16.0361 0.824771
sphere: 16.0669 0.827252
sphere: 16.0669 0.827252
sphere: 16.0995 0.82976
sphere: 16.0995 0.82976
sphere: 16.134 0.832295
sphere: 16.134 0.832295
sphere: 16.1703 0.834857
sphere: 16.1703 0.834857
sphere: 16.2082 0.837447
sphere: 16.2082 0.837447
sphere: 16.2478 0.840065
sphere: 16.2478 0.840065
sphere: 16.289 0.842711
sphere: 16.289 0.842711
sphere: 16.3319 0.845385
sphere: 16.3319 0.845385
sphere: 16.3764 0.848088
sphere: 16.3764 0.848088
sphere: 16.4225 0.85082
sphere: 16.4225 0.85082
sphere: 16.4703 0.853582
sphere: 16.4703 0.853582
sphere: 16.5197 0.856373
sphere: 16.5197 0.856373
sphere: 16.5708 0.859194
sphere: 16.5708 0.859194
sphere: 16.6236 0.862046
sphere: 16.6236 0.862046
sphere: 16.6781 0.864928
sphere: 16.6781 0.864928
sphere: 16.7344 0.867842
sphere: 16.7344 0.867842
sphere: 16.7925 0.870787
sphere: 16.7925 0.870787
sphere: 16.8525 0.873763
sphere: 16.8525 0.873763
sphere: 16.9145 0.876772
sphere: 16.9145 0.876772
sphere: 16.9785 0.879813
sphere: 16.9785 0.879813
sphere: 17.0446 0.882887
sphere: 17.0446 0.882887
sphere: 17.1129 0.885994
sphere: 17.1129 0.885994
sphere: 17.1836 0.889135
sphere: 17.1836 0.889135
sphere: 17.2567 0.89231
sphere: 17.2567 0.89231
sphere: 17.3324 0.895518
sphere: 17.3324 0.895518
sphere: 17.4109 0.898762
sphere: 17.4109 0.898762
sphere: 17.4925 0.90204
sphere: 17.4925 0.90204
sphere: 17.5774 0.905354
sphere: 17.5774 0.905354
sphere: 17.666 0.908704
sphere: 17.666 0.908704
sphere: 17.7587 0.91209
sphere: 17.7587 0.91209
sphere: 17.8561 0.915512
sphere: 17.8561 0.915512
sphere: 17.9588 0.918971
sphere: 17.9588 0.918971
sphere: 18.0683 0.922468
sphere: 18.0683 0.922468
sphere: 18.1861 0.926003
sphere: 18.1861 0.926003
sphere: 18.3148 0.929575
sphere: 18.3148 0.929575
sphere: 18.4605 0.933187
sphere: 18.4605 0.933187
sphere: 18.6387 0.936837
sphere: 18.6387 0.936837
sphere: 15.9213 0.794097
sphere: 15.9213 0.794097
sphere: 15.8495 0.79625
sphere: 15.8495 0.79625
sphere: 15.8273 0.798425
sphere: 15.8273 0.798425
sphere: 15.8208 0.800624
sphere: 15.8208 0.800624
sphere: 15.8231 0.802846
sphere: 15.8231 0.802846
sphere: 15.8316 0.805092
sphere: 15.8316 0.805092
sphere: 15.8445 0.807362
sphere: 15.8445 0.807362
sphere: 15.8612 0.809657
sphere: 15.8612 0.809657
sphere: 15.881 0.811976
sphere: 15.881 0.811976
sphere: 15.9035 0.81432
sphere: 15.9035 0.81432
sphere: 15.9285 0.816689
sphere: 15.9285 0.816689
sphere: 15.9558 0.819083
sphere: 15.9558 0.819083
